"id" "cell"
"cg08454546" "cg08454546" "Neuron"
"cg08546589" "cg08546589" "Neuron"
"cg21167335" "cg21167335" "Neuron"
"cg27532187" "cg27532187" "Neuron"
"cg18203466" "cg18203466" "Neuron"
"cg10475489" "cg10475489" "Neuron"
"cg19141258" "cg19141258" "Neuron"
"cg00135038" "cg00135038" "Neuron"
"cg25412310" "cg25412310" "Neuron"
"cg21399807" "cg21399807" "Neuron"
"cg21185187" "cg21185187" "Neuron"
"cg02009794" "cg02009794" "Neuron"
"cg09004195" "cg09004195" "Neuron"
"cg08162224" "cg08162224" "Neuron"
"cg13822911" "cg13822911" "Neuron"
"cg06328611" "cg06328611" "Neuron"
"cg27503015" "cg27503015" "Neuron"
"cg12509268" "cg12509268" "Neuron"
"cg02064360" "cg02064360" "Neuron"
"cg16520288" "cg16520288" "Neuron"
"cg01529404" "cg01529404" "Neuron"
"cg22281494" "cg22281494" "Neuron"
"cg10902667" "cg10902667" "Neuron"
"cg10646179" "cg10646179" "Neuron"
"cg01255329" "cg01255329" "Neuron"
"cg03809403" "cg03809403" "Neuron"
"cg00396484" "cg00396484" "Neuron"
"cg04194055" "cg04194055" "Neuron"
"cg25413347" "cg25413347" "Neuron"
"cg27005091" "cg27005091" "Neuron"
"cg09794469" "cg09794469" "Neuron"
"cg23956190" "cg23956190" "Neuron"
"cg01515896" "cg01515896" "Neuron"
"cg06134678" "cg06134678" "Neuron"
"cg19189864" "cg19189864" "Neuron"
"cg03173502" "cg03173502" "Neuron"
"cg12616114" "cg12616114" "Neuron"
"cg05506829" "cg05506829" "Neuron"
"cg15647296" "cg15647296" "Neuron"
"cg13461190" "cg13461190" "Neuron"
"cg17580416" "cg17580416" "Neuron"
"cg09563846" "cg09563846" "Neuron"
"cg03771939" "cg03771939" "Neuron"
"cg14458315" "cg14458315" "Neuron"
"cg19657603" "cg19657603" "Neuron"
"cg05781504" "cg05781504" "Neuron"
"cg24344981" "cg24344981" "Neuron"
"cg22797169" "cg22797169" "Neuron"
"cg26100083" "cg26100083" "Neuron"
"cg11505855" "cg11505855" "Neuron"
"cg21751525" "cg21751525" "Neuron"
"cg13071306" "cg13071306" "Neuron"
"cg10183001" "cg10183001" "Neuron"
"cg25364861" "cg25364861" "Neuron"
"cg16400320" "cg16400320" "Neuron"
"cg00821413" "cg00821413" "Neuron"
"cg02489685" "cg02489685" "Neuron"
"cg18320766" "cg18320766" "Neuron"
"cg07143384" "cg07143384" "Neuron"
"cg15123010" "cg15123010" "Neuron"
"cg11074968" "cg11074968" "Neuron"
"cg20575196" "cg20575196" "Neuron"
"cg09900722" "cg09900722" "Neuron"
"cg00139726" "cg00139726" "Neuron"
"cg16719194" "cg16719194" "Neuron"
"cg01807377" "cg01807377" "Neuron"
"cg22880557" "cg22880557" "Neuron"
"cg03429348" "cg03429348" "Neuron"
"cg09904383" "cg09904383" "Neuron"
"cg01025800" "cg01025800" "Neuron"
"cg14072140" "cg14072140" "Neuron"
"cg20129113" "cg20129113" "Neuron"
"cg00971827" "cg00971827" "Neuron"
"cg04718853" "cg04718853" "Neuron"
"cg04551967" "cg04551967" "Neuron"
"cg16233920" "cg16233920" "Neuron"
"cg09463900" "cg09463900" "Neuron"
"cg18406285" "cg18406285" "Neuron"
"cg04055053" "cg04055053" "Neuron"
"cg15784635" "cg15784635" "Neuron"
"cg24486037" "cg24486037" "Neuron"
"cg05406774" "cg05406774" "Neuron"
"cg26583078" "cg26583078" "Neuron"
"cg03460622" "cg03460622" "Neuron"
"cg12165219" "cg12165219" "Neuron"
"cg25223552" "cg25223552" "Neuron"
"cg12804532" "cg12804532" "Neuron"
"cg02274788" "cg02274788" "Neuron"
"cg04679072" "cg04679072" "Neuron"
"cg05771094" "cg05771094" "Neuron"
"cg23725149" "cg23725149" "Neuron"
"cg11496753" "cg11496753" "Neuron"
"cg23477967" "cg23477967" "Neuron"
"cg17859552" "cg17859552" "Neuron"
"cg26686544" "cg26686544" "Neuron"
"cg07898764" "cg07898764" "Neuron"
"cg08201690" "cg08201690" "Neuron"
"cg24269863" "cg24269863" "Neuron"
"cg00661732" "cg00661732" "Neuron"
"cg20660171" "cg20660171" "Neuron"
"cg24741793" "cg24741793" "Neuron"
"cg06058681" "cg06058681" "Neuron"
"cg18249908" "cg18249908" "Neuron"
"cg05823563" "cg05823563" "Neuron"
"cg04307274" "cg04307274" "Neuron"
"cg15300730" "cg15300730" "Neuron"
"cg05401447" "cg05401447" "Neuron"
"cg22618240" "cg22618240" "Neuron"
"cg20711695" "cg20711695" "Neuron"
"cg20953388" "cg20953388" "Neuron"
"cg24666756" "cg24666756" "Neuron"
"cg00577865" "cg00577865" "Neuron"
"cg02306139" "cg02306139" "Neuron"
"cg20717798" "cg20717798" "Neuron"
"cg12491594" "cg12491594" "Neuron"
"cg00777968" "cg00777968" "Neuron"
"cg14681977" "cg14681977" "Neuron"
"cg08333257" "cg08333257" "Neuron"
"cg27363226" "cg27363226" "Neuron"
"cg16359985" "cg16359985" "Neuron"
"cg06803406" "cg06803406" "Neuron"
"cg05496603" "cg05496603" "Neuron"
"cg26074940" "cg26074940" "Neuron"
"cg05768047" "cg05768047" "Neuron"
"cg11828104" "cg11828104" "Neuron"
"cg00231299" "cg00231299" "Neuron"
"cg07601386" "cg07601386" "Neuron"
"cg04477203" "cg04477203" "Neuron"
"cg25266621" "cg25266621" "Neuron"
"cg04319990" "cg04319990" "Neuron"
"cg24044238" "cg24044238" "Neuron"
"cg05211768" "cg05211768" "Neuron"
"cg02494512" "cg02494512" "Neuron"
"cg07099609" "cg07099609" "Neuron"
"cg13569342" "cg13569342" "Neuron"
"cg00862394" "cg00862394" "Neuron"
"cg11763830" "cg11763830" "Neuron"
"cg19422138" "cg19422138" "Neuron"
"cg14851204" "cg14851204" "Neuron"
"cg17691334" "cg17691334" "Neuron"
"cg03211098" "cg03211098" "Neuron"
"cg19692584" "cg19692584" "Neuron"
"cg11854944" "cg11854944" "Neuron"
"cg27448447" "cg27448447" "Neuron"
"cg20469625" "cg20469625" "Neuron"
"cg15156367" "cg15156367" "Neuron"
"cg10786876" "cg10786876" "Neuron"
"cg01075305" "cg01075305" "Neuron"
"cg12270813" "cg12270813" "Neuron"
"cg07726808" "cg07726808" "Neuron"
"cg06588782" "cg06588782" "Neuron"
"cg12243582" "cg12243582" "Neuron"
"cg03869495" "cg03869495" "Neuron"
"cg07164211" "cg07164211" "Neuron"
"cg21341878" "cg21341878" "Neuron"
"cg03140118" "cg03140118" "Neuron"
"cg16754364" "cg16754364" "Neuron"
"cg13781718" "cg13781718" "Neuron"
"cg25557018" "cg25557018" "Neuron"
"cg23259527" "cg23259527" "Neuron"
"cg03754403" "cg03754403" "Neuron"
"cg20157666" "cg20157666" "Neuron"
"cg23808213" "cg23808213" "Neuron"
"cg12659065" "cg12659065" "Neuron"
"cg26130533" "cg26130533" "Neuron"
"cg08228600" "cg08228600" "Neuron"
"cg25561382" "cg25561382" "Neuron"
"cg18645910" "cg18645910" "Neuron"
"cg17468569" "cg17468569" "Neuron"
"cg26803802" "cg26803802" "Neuron"
"cg01843459" "cg01843459" "Neuron"
"cg14658346" "cg14658346" "Neuron"
"cg25940827" "cg25940827" "Neuron"
"cg09829983" "cg09829983" "Neuron"
"cg22350070" "cg22350070" "Neuron"
"cg26062223" "cg26062223" "Neuron"
"cg09394509" "cg09394509" "Neuron"
"cg12391328" "cg12391328" "Neuron"
"cg22437153" "cg22437153" "Neuron"
"cg21544121" "cg21544121" "Neuron"
"cg07075299" "cg07075299" "Neuron"
"cg01455456" "cg01455456" "Neuron"
"cg14247325" "cg14247325" "Neuron"
"cg02603307" "cg02603307" "Neuron"
"cg23077453" "cg23077453" "Neuron"
"cg13124342" "cg13124342" "Neuron"
"cg22206745" "cg22206745" "Neuron"
"cg00295853" "cg00295853" "Neuron"
"cg03933490" "cg03933490" "Neuron"
"cg20477591" "cg20477591" "Neuron"
"cg09428349" "cg09428349" "Neuron"
"cg07198170" "cg07198170" "Neuron"
"cg05596468" "cg05596468" "Neuron"
"cg15475101" "cg15475101" "Neuron"
"cg21081971" "cg21081971" "Neuron"
"cg11117684" "cg11117684" "Neuron"
"cg16246188" "cg16246188" "Neuron"
"cg05670093" "cg05670093" "Neuron"
"cg03049782" "cg03049782" "Neuron"
"cg22633182" "cg22633182" "Neuron"
"cg25856228" "cg25856228" "Neuron"
"cg04837616" "cg04837616" "Neuron"
"cg05429895" "cg05429895" "Neuron"
"cg21666956" "cg21666956" "Neuron"
"cg17852588" "cg17852588" "Neuron"
"cg20585088" "cg20585088" "Neuron"
"cg04930733" "cg04930733" "Neuron"
"cg10108710" "cg10108710" "Neuron"
"cg19755459" "cg19755459" "Neuron"
"cg24975649" "cg24975649" "Neuron"
"cg23966214" "cg23966214" "Neuron"
"cg08356738" "cg08356738" "Neuron"
"cg01146943" "cg01146943" "Neuron"
"cg03594907" "cg03594907" "Neuron"
"cg00628375" "cg00628375" "Neuron"
"cg05122965" "cg05122965" "Neuron"
"cg16420308" "cg16420308" "Neuron"
"cg13855589" "cg13855589" "Neuron"
"cg05753693" "cg05753693" "Neuron"
"cg00289254" "cg00289254" "Neuron"
"cg27201775" "cg27201775" "Neuron"
"cg24729481" "cg24729481" "Neuron"
"cg15557906" "cg15557906" "Neuron"
"cg11012153" "cg11012153" "Neuron"
"cg09887906" "cg09887906" "Neuron"
"cg23082387" "cg23082387" "Neuron"
"cg14287742" "cg14287742" "Neuron"
"cg02952701" "cg02952701" "Neuron"
"cg02613090" "cg02613090" "Neuron"
"cg17152266" "cg17152266" "Neuron"
"cg21998184" "cg21998184" "Neuron"
"cg09237846" "cg09237846" "Neuron"
"cg10161194" "cg10161194" "Neuron"
"cg25147632" "cg25147632" "Neuron"
"cg19214024" "cg19214024" "Neuron"
"cg26599871" "cg26599871" "Neuron"
"cg06377993" "cg06377993" "Neuron"
"cg11066496" "cg11066496" "Neuron"
"cg17684207" "cg17684207" "Neuron"
"cg05810428" "cg05810428" "Neuron"
"cg14422759" "cg14422759" "Neuron"
"cg07784012" "cg07784012" "Neuron"
"cg02056135" "cg02056135" "Neuron"
"cg07985890" "cg07985890" "Neuron"
"cg14299157" "cg14299157" "Neuron"
"cg25811273" "cg25811273" "Neuron"
"cg15495091" "cg15495091" "Neuron"
"cg04196345" "cg04196345" "Neuron"
"cg06412759" "cg06412759" "Neuron"
"cg01922485" "cg01922485" "Neuron"
"cg06645975" "cg06645975" "Neuron"
"cg09270255" "cg09270255" "Neuron"
"cg15661715" "cg15661715" "Neuron"
"cg04318619" "cg04318619" "Neuron"
"cg05357527" "cg05357527" "Neuron"
"cg10376731" "cg10376731" "Neuron"
"cg06169590" "cg06169590" "Neuron"
"cg17002851" "cg17002851" "Neuron"
"cg05692420" "cg05692420" "Neuron"
"cg19971300" "cg19971300" "Neuron"
"cg00641828" "cg00641828" "Neuron"
"cg19324118" "cg19324118" "Neuron"
"cg02302082" "cg02302082" "Neuron"
"cg18977727" "cg18977727" "Neuron"
"cg16720405" "cg16720405" "Neuron"
"cg07353583" "cg07353583" "Neuron"
"cg26000460" "cg26000460" "Neuron"
"cg06801994" "cg06801994" "Neuron"
"cg16577724" "cg16577724" "Neuron"
"cg12150366" "cg12150366" "Neuron"
"cg14219317" "cg14219317" "Neuron"
"cg02027079" "cg02027079" "Neuron"
"cg03996106" "cg03996106" "Neuron"
"cg13007207" "cg13007207" "Neuron"
"cg27236096" "cg27236096" "Neuron"
"cg22122925" "cg22122925" "Neuron"
"cg09823288" "cg09823288" "Neuron"
"cg24076968" "cg24076968" "Neuron"
"cg11992171" "cg11992171" "Neuron"
"cg06776548" "cg06776548" "Neuron"
"cg17692403" "cg17692403" "Neuron"
"cg16480759" "cg16480759" "Neuron"
"cg25946790" "cg25946790" "Neuron"
"cg20287074" "cg20287074" "Neuron"
"cg09538573" "cg09538573" "Neuron"
"cg09145147" "cg09145147" "Neuron"
"cg20841191" "cg20841191" "Neuron"
"cg13583586" "cg13583586" "Neuron"
"cg00301679" "cg00301679" "Neuron"
"cg21794816" "cg21794816" "Neuron"
"cg26058884" "cg26058884" "Neuron"
"cg20978460" "cg20978460" "Neuron"
"cg02175739" "cg02175739" "Neuron"
"cg19636672" "cg19636672" "Neuron"
"cg19432886" "cg19432886" "Neuron"
"cg06256880" "cg06256880" "Neuron"
"cg13972711" "cg13972711" "Neuron"
"cg26934759" "cg26934759" "Neuron"
"cg01667384" "cg01667384" "Neuron"
"cg01476739" "cg01476739" "Neuron"
"cg23606392" "cg23606392" "Neuron"
"cg19172487" "cg19172487" "Neuron"
"cg06560026" "cg06560026" "Neuron"
"cg01559787" "cg01559787" "Neuron"
"cg24382686" "cg24382686" "Neuron"
"cg02875185" "cg02875185" "Neuron"
"cg04957903" "cg04957903" "Neuron"
"cg15000841" "cg15000841" "Neuron"
"cg13411951" "cg13411951" "Neuron"
"cg13769548" "cg13769548" "Neuron"
"cg07577499" "cg07577499" "Neuron"
"cg21235508" "cg21235508" "Neuron"
"cg18049328" "cg18049328" "Neuron"
"cg14438363" "cg14438363" "Neuron"
"cg22124215" "cg22124215" "Neuron"
"cg20242280" "cg20242280" "Neuron"
"cg08071700" "cg08071700" "Neuron"
"cg19264170" "cg19264170" "Neuron"
"cg04328826" "cg04328826" "Neuron"
"cg17480646" "cg17480646" "Neuron"
"cg09845059" "cg09845059" "Neuron"
"cg14599961" "cg14599961" "Neuron"
"cg08462372" "cg08462372" "Neuron"
"cg08837344" "cg08837344" "Neuron"
"cg01439649" "cg01439649" "Neuron"
"cg05073720" "cg05073720" "Neuron"
"cg04556393" "cg04556393" "Neuron"
"cg13698937" "cg13698937" "Neuron"
"cg09274040" "cg09274040" "Neuron"
"cg07716131" "cg07716131" "Neuron"
"cg16444922" "cg16444922" "Neuron"
"cg07921698" "cg07921698" "Neuron"
"cg24886710" "cg24886710" "Neuron"
"cg05888583" "cg05888583" "Neuron"
"cg09736669" "cg09736669" "Neuron"
"cg09750775" "cg09750775" "Neuron"
"cg16721177" "cg16721177" "Neuron"
"cg14966346" "cg14966346" "Neuron"
"cg06820837" "cg06820837" "Neuron"
"cg24059154" "cg24059154" "Neuron"
"cg27413632" "cg27413632" "Neuron"
"cg21221690" "cg21221690" "Neuron"
"cg14657876" "cg14657876" "Neuron"
"cg02567182" "cg02567182" "Neuron"
"cg02329029" "cg02329029" "Neuron"
"cg12675942" "cg12675942" "Neuron"
"cg10683435" "cg10683435" "Neuron"
"cg06644669" "cg06644669" "Neuron"
"cg13249146" "cg13249146" "Neuron"
"cg07479906" "cg07479906" "Neuron"
"cg04156940" "cg04156940" "Neuron"
"cg04373435" "cg04373435" "Neuron"
"cg14039228" "cg14039228" "Neuron"
"cg20946943" "cg20946943" "Neuron"
"cg20870668" "cg20870668" "Neuron"
"cg06994572" "cg06994572" "Neuron"
"cg03683994" "cg03683994" "Neuron"
"cg09567197" "cg09567197" "Neuron"
"cg21565937" "cg21565937" "Neuron"
"cg06780080" "cg06780080" "Neuron"
"cg07372330" "cg07372330" "Neuron"
"cg26647265" "cg26647265" "Neuron"
"cg00575769" "cg00575769" "Neuron"
"cg05898782" "cg05898782" "Neuron"
"cg26313301" "cg26313301" "Neuron"
"cg21931972" "cg21931972" "Neuron"
"cg25736145" "cg25736145" "Neuron"
"cg10734246" "cg10734246" "Neuron"
"cg19853703" "cg19853703" "Neuron"
"cg14037036" "cg14037036" "Neuron"
"cg15854388" "cg15854388" "Neuron"
"cg08380379" "cg08380379" "Neuron"
"cg03662648" "cg03662648" "Neuron"
"cg23716449" "cg23716449" "Neuron"
"cg17671280" "cg17671280" "Neuron"
"cg02260363" "cg02260363" "Neuron"
"cg26967755" "cg26967755" "Neuron"
"cg04506928" "cg04506928" "Neuron"
"cg02696201" "cg02696201" "Neuron"
"cg15386350" "cg15386350" "Neuron"
"cg27156359" "cg27156359" "Neuron"
"cg02285386" "cg02285386" "Neuron"
"cg03854346" "cg03854346" "Neuron"
"cg19022476" "cg19022476" "Neuron"
"cg06297194" "cg06297194" "Neuron"
"cg16826739" "cg16826739" "Neuron"
"cg03767333" "cg03767333" "Neuron"
"cg03273952" "cg03273952" "Neuron"
"cg06012410" "cg06012410" "Neuron"
"cg05207558" "cg05207558" "Neuron"
"cg18584550" "cg18584550" "Neuron"
"cg02951237" "cg02951237" "Neuron"
"cg04613450" "cg04613450" "Neuron"
"cg22756211" "cg22756211" "Neuron"
"cg00495362" "cg00495362" "Neuron"
"cg05998244" "cg05998244" "Neuron"
"cg10110857" "cg10110857" "Neuron"
"cg23089912" "cg23089912" "Neuron"
"cg26575173" "cg26575173" "Neuron"
"cg06769510" "cg06769510" "Neuron"
"cg11511562" "cg11511562" "Neuron"
"cg03861097" "cg03861097" "Neuron"
"cg00446184" "cg00446184" "Neuron"
"cg06214253" "cg06214253" "Neuron"
"cg00826855" "cg00826855" "Neuron"
"cg08504029" "cg08504029" "Neuron"
"cg18952026" "cg18952026" "Neuron"
"cg05774141" "cg05774141" "Neuron"
"cg02192528" "cg02192528" "Neuron"
"cg16939720" "cg16939720" "Neuron"
"cg12652578" "cg12652578" "Neuron"
"cg14536784" "cg14536784" "Neuron"
"cg04582364" "cg04582364" "Neuron"
"cg08746653" "cg08746653" "Neuron"
"cg09580072" "cg09580072" "Neuron"
"cg10940698" "cg10940698" "Neuron"
"cg07684128" "cg07684128" "Neuron"
"cg20318156" "cg20318156" "Neuron"
"cg04880138" "cg04880138" "Neuron"
"cg14266952" "cg14266952" "Neuron"
"cg07081725" "cg07081725" "Neuron"
"cg15466933" "cg15466933" "Neuron"
"cg22272056" "cg22272056" "Neuron"
"cg23300486" "cg23300486" "Neuron"
"cg10808934" "cg10808934" "Neuron"
"cg05343665" "cg05343665" "Neuron"
"cg04011470" "cg04011470" "Neuron"
"cg03981213" "cg03981213" "Neuron"
"cg25853078" "cg25853078" "Neuron"
"cg12201110" "cg12201110" "Neuron"
"cg01268345" "cg01268345" "Neuron"
"cg21510995" "cg21510995" "Neuron"
"cg15346168" "cg15346168" "Neuron"
"cg11402586" "cg11402586" "Neuron"
"cg24919342" "cg24919342" "Neuron"
"cg12600530" "cg12600530" "Neuron"
"cg00360267" "cg00360267" "Neuron"
"cg21322248" "cg21322248" "Neuron"
"cg13372314" "cg13372314" "Neuron"
"cg25310447" "cg25310447" "Neuron"
"cg13083679" "cg13083679" "Neuron"
"cg06301555" "cg06301555" "Neuron"
"cg13679773" "cg13679773" "Neuron"
"cg13866134" "cg13866134" "Neuron"
"cg12907959" "cg12907959" "Neuron"
"cg11242791" "cg11242791" "Neuron"
"cg17084937" "cg17084937" "Neuron"
"cg02407205" "cg02407205" "Neuron"
"cg19744211" "cg19744211" "Neuron"
"cg16258018" "cg16258018" "Neuron"
"cg07164631" "cg07164631" "Neuron"
"cg27579609" "cg27579609" "Neuron"
"cg04289959" "cg04289959" "Neuron"
"cg12721603" "cg12721603" "Neuron"
"cg13865347" "cg13865347" "Neuron"
"cg24053070" "cg24053070" "Neuron"
"cg15935965" "cg15935965" "Neuron"
"cg15944684" "cg15944684" "Neuron"
"cg11519710" "cg11519710" "Neuron"
"cg26748694" "cg26748694" "Neuron"
"cg03850878" "cg03850878" "Neuron"
"cg12906975" "cg12906975" "Neuron"
"cg08266839" "cg08266839" "Neuron"
"cg20709008" "cg20709008" "Neuron"
"cg04837412" "cg04837412" "Neuron"
"cg19378416" "cg19378416" "Neuron"
"cg00023185" "cg00023185" "Neuron"
"cg09820373" "cg09820373" "Neuron"
"cg01541443" "cg01541443" "Neuron"
"cg16788099" "cg16788099" "Neuron"
"cg02986924" "cg02986924" "Neuron"
"cg24322623" "cg24322623" "Neuron"
"cg10836912" "cg10836912" "Neuron"
"cg00444360" "cg00444360" "Neuron"
"cg02584756" "cg02584756" "Neuron"
"cg24064264" "cg24064264" "Neuron"
"cg04217218" "cg04217218" "Neuron"
"cg08091596" "cg08091596" "Neuron"
"cg24327522" "cg24327522" "Neuron"
"cg24879726" "cg24879726" "Neuron"
"cg23745864" "cg23745864" "Neuron"
"cg05492818" "cg05492818" "Neuron"
"cg01004966" "cg01004966" "Neuron"
"cg17522727" "cg17522727" "Neuron"
"cg06891533" "cg06891533" "Neuron"
"cg10960433" "cg10960433" "Neuron"
"cg14172846" "cg14172846" "Neuron"
"cg21834982" "cg21834982" "Neuron"
"cg03595123" "cg03595123" "Neuron"
"cg23286609" "cg23286609" "Neuron"
"cg26284390" "cg26284390" "Neuron"
"cg02809746" "cg02809746" "Neuron"
"cg08036285" "cg08036285" "Neuron"
"cg24556660" "cg24556660" "Neuron"
"cg25834632" "cg25834632" "Neuron"
"cg13610622" "cg13610622" "Neuron"
"cg25738279" "cg25738279" "Neuron"
"cg01275297" "cg01275297" "Neuron"
"cg19988566" "cg19988566" "Neuron"
"cg20082096" "cg20082096" "Neuron"
"cg23421599" "cg23421599" "Neuron"
"cg00096039" "cg00096039" "Neuron"
"cg06318386" "cg06318386" "Neuron"
"cg08105396" "cg08105396" "Neuron"
"cg14442841" "cg14442841" "Neuron"
"cg17836913" "cg17836913" "Neuron"
"cg27377610" "cg27377610" "Neuron"
"cg14706739" "cg14706739" "Neuron"
"cg02928644" "cg02928644" "Neuron"
"cg01987417" "cg01987417" "Neuron"
"cg24699719" "cg24699719" "Neuron"
"cg04360334" "cg04360334" "Neuron"
"cg11007190" "cg11007190" "Neuron"
"cg01801314" "cg01801314" "Neuron"
"cg02931729" "cg02931729" "Neuron"
"cg27439292" "cg27439292" "Neuron"
"cg21497246" "cg21497246" "Neuron"
"cg08323017" "cg08323017" "Neuron"
"cg02237906" "cg02237906" "Neuron"
"cg16113433" "cg16113433" "Neuron"
"cg08264805" "cg08264805" "Neuron"
"cg13962286" "cg13962286" "Neuron"
"cg15342631" "cg15342631" "Neuron"
"cg14059665" "cg14059665" "Neuron"
"cg25709335" "cg25709335" "Neuron"
"cg03437605" "cg03437605" "Neuron"
"cg08649439" "cg08649439" "Neuron"
"cg02423659" "cg02423659" "Neuron"
"cg11109027" "cg11109027" "Neuron"
"cg16781264" "cg16781264" "Neuron"
"cg14032453" "cg14032453" "Neuron"
"cg22619810" "cg22619810" "Neuron"
"cg24623694" "cg24623694" "Neuron"
"cg03578473" "cg03578473" "Neuron"
"cg15939539" "cg15939539" "Neuron"
"cg15351895" "cg15351895" "Neuron"
"cg13895771" "cg13895771" "Neuron"
"cg17481637" "cg17481637" "Neuron"
"cg01891711" "cg01891711" "Neuron"
"cg21234538" "cg21234538" "Neuron"
"cg15712267" "cg15712267" "Neuron"
"cg12885287" "cg12885287" "Neuron"
"cg24769295" "cg24769295" "Neuron"
"cg04155855" "cg04155855" "Neuron"
"cg05045933" "cg05045933" "Neuron"
"cg10049631" "cg10049631" "Neuron"
"cg06155620" "cg06155620" "Neuron"
"cg19868691" "cg19868691" "Neuron"
"cg06616476" "cg06616476" "Neuron"
"cg06745378" "cg06745378" "Neuron"
"cg08899938" "cg08899938" "Neuron"
"cg00920668" "cg00920668" "Neuron"
"cg24829483" "cg24829483" "Neuron"
"cg23987897" "cg23987897" "Neuron"
"cg02432444" "cg02432444" "Neuron"
"cg21043764" "cg21043764" "Neuron"
"cg24635581" "cg24635581" "Neuron"
"cg22106721" "cg22106721" "Neuron"
"cg26313421" "cg26313421" "Neuron"
"cg16641358" "cg16641358" "Neuron"
"cg16457675" "cg16457675" "Neuron"
"cg17575602" "cg17575602" "Neuron"
"cg26075417" "cg26075417" "Neuron"
"cg02551323" "cg02551323" "Neuron"
"cg05301556" "cg05301556" "Neuron"
"cg06395392" "cg06395392" "Neuron"
"cg13549461" "cg13549461" "Neuron"
"cg21382890" "cg21382890" "Neuron"
"cg01975505" "cg01975505" "Neuron"
"cg16785381" "cg16785381" "Neuron"
"cg18579475" "cg18579475" "Neuron"
"cg04783161" "cg04783161" "Neuron"
"cg17263363" "cg17263363" "Neuron"
"cg00909094" "cg00909094" "Neuron"
"cg18201077" "cg18201077" "Neuron"
"cg27003594" "cg27003594" "Neuron"
"cg23092956" "cg23092956" "Neuron"
"cg01855735" "cg01855735" "Neuron"
"cg15199622" "cg15199622" "Neuron"
"cg03090940" "cg03090940" "Neuron"
"cg10390536" "cg10390536" "Neuron"
"cg00486352" "cg00486352" "Neuron"
"cg11017500" "cg11017500" "Neuron"
"cg04505809" "cg04505809" "Neuron"
"cg07176385" "cg07176385" "Neuron"
"cg07427605" "cg07427605" "Neuron"
"cg15945754" "cg15945754" "Neuron"
"cg23473863" "cg23473863" "Neuron"
"cg16769152" "cg16769152" "Neuron"
"cg06912272" "cg06912272" "Neuron"
"cg03688118" "cg03688118" "Neuron"
"cg00083801" "cg00083801" "Neuron"
"cg08065063" "cg08065063" "Neuron"
"cg26972408" "cg26972408" "Neuron"
"cg25689940" "cg25689940" "Neuron"
"cg27472176" "cg27472176" "Neuron"
"cg05590755" "cg05590755" "Neuron"
"cg25973354" "cg25973354" "Neuron"
"cg24816866" "cg24816866" "Neuron"
"cg25406442" "cg25406442" "Neuron"
"cg14984434" "cg14984434" "Neuron"
"cg01616628" "cg01616628" "Neuron"
"cg25551714" "cg25551714" "Neuron"
"cg10041416" "cg10041416" "Neuron"
"cg10204506" "cg10204506" "Neuron"
"cg16367103" "cg16367103" "Neuron"
"cg00979527" "cg00979527" "Neuron"
"cg22447508" "cg22447508" "Neuron"
"cg14527262" "cg14527262" "Neuron"
"cg06282665" "cg06282665" "Neuron"
"cg07373957" "cg07373957" "Neuron"
"cg14699932" "cg14699932" "Neuron"
"cg06746017" "cg06746017" "Neuron"
"cg08536999" "cg08536999" "Neuron"
"cg02870829" "cg02870829" "Neuron"
"cg25451660" "cg25451660" "Neuron"
"cg26135831" "cg26135831" "Neuron"
"cg01628425" "cg01628425" "Neuron"
"cg03642463" "cg03642463" "Neuron"
"cg04807036" "cg04807036" "Neuron"
